mode_n,freq_Hz,eps_eff,eps_r,loss_tan
1,1574887500.0,3.6236173790538557,4.836799288599117,0.02139438531323666
2,3132287500.0,3.664191496273251,4.89613520599537,0.02270904251286001
3,4659737500.0,3.7252979319478987,4.985497752072827,0.020085627141013845
